iter	Logloss
155	0.1776594707
156	0.1759120941
157	0.1736177172
158	0.1734739849
159	0.1716765268
160	0.171587113
161	0.1704475539
162	0.1683651379
163	0.1661933354
164	0.1651328768
165	0.1636440277
166	0.1616353171
167	0.1597402436
168	0.1586090905
169	0.1583982604
170	0.1568915503
171	0.1557191304
172	0.1555359704
173	0.1543362481
174	0.1536640712
175	0.1519990104
176	0.151590647
177	0.1502957753
178	0.148722853
179	0.1477934429
180	0.1467212813
181	0.1455047607
182	0.1442545482
183	0.1432661057
184	0.1430613109
185	0.141779014
186	0.1399816649
187	0.1398723194
188	0.1385432107
189	0.1380181449
190	0.1373780251
191	0.1359488487
192	0.1353567532
193	0.1339423588
194	0.1329458373
195	0.1327084133
196	0.1311448506
197	0.1311434065
198	0.1297485624
199	0.1286394392
200	0.1273592268
201	0.1259927477
202	0.1257765906
203	0.1243018559
204	0.1230834007
205	0.1216344152
206	0.1207901001
207	0.1192728996
208	0.1177855083
209	0.1171466827
210	0.116026783
211	0.1147575106
212	0.1132726942
213	0.1122617585
214	0.11077778
215	0.1094956807
216	0.1080862795
217	0.1071523326
218	0.1058975152
219	0.1048994132
220	0.10489754
221	0.1040450369
222	0.1029729503
223	0.1019926616
224	0.1014895303
225	0.1006293706
226	0.09921118191
227	0.09822184699
228	0.09821971485
229	0.09799755641
230	0.09679435321
231	0.09622508458
232	0.09523929868
233	0.09475353786
234	0.0938058172
235	0.09296564375
236	0.09233766283
237	0.09148322514
238	0.09034387725
239	0.08950217111
240	0.088714368
241	0.08765574864
242	0.08698000908
243	0.08609602792
244	0.08548782894
245	0.08464394978
246	0.08396432059
247	0.08381097657
248	0.08282817432
249	0.08189731325
250	0.08133534023
251	0.08088302612
252	0.08029989515
253	0.07952829088
254	0.0787189688
255	0.07816027233
256	0.07731208801
257	0.07665982928
258	0.07622731073
259	0.07561460223
260	0.0750383309
261	0.07437912396
262	0.07373585701
263	0.07306239264
264	0.07248374394
265	0.07208583014
266	0.0720473562
267	0.07145083291
268	0.07103692463
269	0.07039179121
270	0.06988126891
271	0.06934578759
272	0.06891366414
273	0.06843508993
274	0.06825486592
275	0.06768813814
276	0.06739943368
277	0.06691564832
278	0.06648620878
279	0.0659216404
280	0.0654917172
281	0.06507992744
282	0.06475627763
283	0.06417874609
284	0.06366368021
285	0.06328191757
286	0.06275783948
287	0.0623718398
288	0.06193061556
289	0.06153762
290	0.06098145076
291	0.06052229745
292	0.0599898747
293	0.05952166149
294	0.05918235779
295	0.05915925843
296	0.05877372197
297	0.05835313797
298	0.0579646928
299	0.05753096172
300	0.05705831732
301	0.05672527041
302	0.05623167242
303	0.05591145243
304	0.05555691719
305	0.05553799697
306	0.05518603325
307	0.05487578937
308	0.05440883977
309	0.05414948123
310	0.05377999714
311	0.05353130613
312	0.05330598695
313	0.05313521113
314	0.05311950615
315	0.05277246067
316	0.05234889984
317	0.05211570944
318	0.05178889547
319	0.05137255532
320	0.0510785205
321	0.05107721601
322	0.05068111079
323	0.05043632644
324	0.05010476112
325	0.05007813658
326	0.0497492109
327	0.04953793798
328	0.04917434965
329	0.04884161268
330	0.04863517625
331	0.04826131548
332	0.04791762488
333	0.04753175463
334	0.04732762405
335	0.04700348377
336	0.04673645837
337	0.04642977715
338	0.04611658709
339	0.04595209871
340	0.0457116127
341	0.04528813703
342	0.04508715017
343	0.04491032873
344	0.04469084399
345	0.04439467021
346	0.04408097608
347	0.04386115074
348	0.04364205769
349	0.04340230397
350	0.04327007702
351	0.04303133828
352	0.04281928199
353	0.04252994401
354	0.04229901859
355	0.0420585428
356	0.04180973598
357	0.04161229815
358	0.04147533008
359	0.04128706115
360	0.04106992994
361	0.0408536877
362	0.04064500332
363	0.04050715991
364	0.04028322697
365	0.04005137171
366	0.03981678145
367	0.0395782096
368	0.03940984181
369	0.03923194749
370	0.03900604248
371	0.03882177898
372	0.03870589052
373	0.03850881032
374	0.03829457079
375	0.0381263188
376	0.03807405744
377	0.03792368344
378	0.03776083674
379	0.03756967272
380	0.03737323284
381	0.03721434729
382	0.03703657559
383	0.03681857927
384	0.03669451305
385	0.03658035142
386	0.03637856075
387	0.0363785335
388	0.0361669336
389	0.03598467282
390	0.03586320877
391	0.03567652021
392	0.03550385748
393	0.03549440588
394	0.03531998226
395	0.03512864113
396	0.03497598171
397	0.03497364862
398	0.03493933678
399	0.03475638458
400	0.03462197781
401	0.03441123622
402	0.03420882906
403	0.03407051904
404	0.03395510401
405	0.03382835048
406	0.03366593633
407	0.03351650579
408	0.03336135319
409	0.03315150057
410	0.03303316661
411	0.03291851112
412	0.03276800769
413	0.03259902682
414	0.03245746749
415	0.0323608126
416	0.03218496186
417	0.03202534403
418	0.03186478615
419	0.03180044038
420	0.03166655813
421	0.03151624543
422	0.03146550655
423	0.03135034016
424	0.03118062019
425	0.03103598867
426	0.03087994712
427	0.03078524385
428	0.03065049308
429	0.03049088206
430	0.03032142775
431	0.03017231396
432	0.03007950102
433	0.02997749874
434	0.02981409686
435	0.0297023092
436	0.02956888335
437	0.02942835603
438	0.02930600984
439	0.0291695118
440	0.02901886872
441	0.02891567094
442	0.02880252089
443	0.02872647558
444	0.02863334928
445	0.02848633017
446	0.0283699836
447	0.02827880383
448	0.02814236198
449	0.02801450832
450	0.02787415981
451	0.02778733798
452	0.02766794477
453	0.02755796058
454	0.02747517654
455	0.02732001373
456	0.02722252607
457	0.02710718938
458	0.02698482616
459	0.02687598978
460	0.0267535431
461	0.02663566385
462	0.02654705388
463	0.02643657923
464	0.02634357044
465	0.02628678765
466	0.02619200093
467	0.0260876911
468	0.02599838291
469	0.02587778568
470	0.02574159758
471	0.02571346589
472	0.02561577048
473	0.02561570747
474	0.02551010336
475	0.02540257999
476	0.02531945195
477	0.02531058107
478	0.02520621164
479	0.02512319258
480	0.02505444969
481	0.0249400241
482	0.02482931955
483	0.02472977638
484	0.02464679309
485	0.02453246798
486	0.02452030522
487	0.02440594605
488	0.02435309206
489	0.02424812317
490	0.02419252566
491	0.02409910645
492	0.02401321956
493	0.02392624106
494	0.02384375163
495	0.02374555213
496	0.02365376268
497	0.02357570784
498	0.02356339012
499	0.02356336117
500	0.02356333392
501	0.02348617315
502	0.02339242186
503	0.02328354972
504	0.0232525536
505	0.02316904238
506	0.02310288634
507	0.0230174269
508	0.02293095929
509	0.02284614188
510	0.02275818416
511	0.02266608647
512	0.02256668636
513	0.02251082148
514	0.02240463666
515	0.02232721703
516	0.02224253246
517	0.02213696241
518	0.02204139573
519	0.02197077785
520	0.02190169266
521	0.02182560648
522	0.02174465656
523	0.02168297257
524	0.02160061768
525	0.0215417351
526	0.02145370586
527	0.02136471442
528	0.02130180427
529	0.02128708363
530	0.02121972527
531	0.02114780971
532	0.02109519073
533	0.02103402615
534	0.02097254992
535	0.02089671407
536	0.0208175557
537	0.02073170628
538	0.02065296173
539	0.02056581293
540	0.02049358572
541	0.02041021756
542	0.02033018555
543	0.02025240149
544	0.02019453389
545	0.02013491052
546	0.02007676193
547	0.02001992294
548	0.01994749137
549	0.01989456245
550	0.0198125703
551	0.01974040951
552	0.01969282457
553	0.01963190862
554	0.0195822852
555	0.01953099796
556	0.01952163833
557	0.01945610898
558	0.01939587082
559	0.01935606343
560	0.01929872377
561	0.01922316211
562	0.01915755783
563	0.0191036003
564	0.01904721601
565	0.01897539922
